City1,City2,Distance(km)
Glasgow,Krakow,1732.9509489759369
Glasgow,Lisbon,1940.7951805755556
Glasgow,Ljubljana,1697.7490080023474
Glasgow,London,555.1506595745092
Glasgow,Luxembourg City,983.9848018742026
Glasgow,Madrid,1718.139858613996
Glasgow,Milan,1489.6171507347447
Glasgow,Minsk,2028.2620137635886
Glasgow,Monaco,1582.771549488187
Glasgow,Moscow,2575.8922685980424
Glasgow,Munich,1377.8355616293024
Glasgow,Naples,2144.3757570966113
Glasgow,Oslo,991.573565229413
Glasgow,Paris,898.1200382783651
Glasgow,Podgorica,2249.8206879263685
Glasgow,Prague,1401.2531927580594
Glasgow,Riga,1736.1885816162612
Glasgow,Rome,1966.469356186053
Glasgow,Sarajevo,2086.0874444227984
Glasgow,Skopje,2403.5445154343474
Glasgow,Sofia,2451.6492569924144
Glasgow,Stockholm,1377.2647262296764
Glasgow,Tallinn,1755.723511779817
Glasgow,Tbilisi,3824.6204704530464
Glasgow,Tirana,2374.5443148321056
Glasgow,Valencia,1845.1912542496482
Glasgow,Vienna,1638.3904989441235
Glasgow,Vilnius,1860.8126783572163
Glasgow,Yerevan,3919.7011230509634
Glasgow,Warsaw,1687.8042836218533
Glasgow,Zagreb,1796.123237383647
Glasgow,Nicosia,3652.252912817286
Hamburg,Helsinki,1164.443195860799
Hamburg,Istanbul,1987.2144053973002
Hamburg,Krakow,785.3695411485654
Hamburg,Lisbon,2198.187164492846
Hamburg,Ljubljana,893.5673522580497
Hamburg,London,720.6648366395316
Hamburg,Luxembourg City,512.741872893505
Hamburg,Madrid,1785.7140139135522
Hamburg,Milan,901.0768657673161
Hamburg,Minsk,1153.2878684145344
Hamburg,Monaco,1107.134297569411
Hamburg,Moscow,1781.6527026320807
Hamburg,Munich,612.428081135237
Hamburg,Naples,1447.8766688200812
Hamburg,Oslo,709.009758912789
Hamburg,Paris,744.8257963533663
Hamburg,Podgorica,1412.1888341174997
Hamburg,Prague,492.437144777756
Hamburg,Riga,968.6654716972834
Hamburg,Rome,1308.4738335363759
Hamburg,Sarajevo,1240.5627434781973
Hamburg,Skopje,1538.582594674677
Hamburg,Sofia,1555.2541502621225
Hamburg,Stockholm,810.7225639604453
Hamburg,Tallinn,1113.7159374404891
Hamburg,Tbilisi,2884.073925061874
Hamburg,Tirana,1543.7865988861972
Hamburg,Valencia,1751.1929792754788
Hamburg,Vienna,743.2313032516664
Hamburg,Vilnius,1002.1530208584346
Hamburg,Yerevan,2974.5020932762686
Hamburg,Warsaw,752.864766907153
Hamburg,Zagreb,961.2592207985198
Hamburg,Nicosia,2736.725189032995
Helsinki,Istanbul,2148.6977289719166
Helsinki,Krakow,1166.7372725681375
Helsinki,Lisbon,3360.502276639729
Helsinki,Ljubljana,1711.9274495831094
Helsinki,London,1820.7259349443343
Helsinki,Luxembourg City,1669.3424425622911
Helsinki,Madrid,2948.220106239509
Helsinki,Milan,1936.6450320904332
Helsinki,Minsk,714.7703046157784
Helsinki,Monaco,2170.8835771933
Helsinki,Moscow,892.4194626377707
Helsinki,Munich,1589.2734758399324
Helsinki,Naples,2269.9392227590806
Helsinki,Oslo,786.5519919158309
Helsinki,Paris,1908.3078736291652
Helsinki,Podgorica,2008.5913800077233
Helsinki,Prague,1302.3808385114621
Helsinki,Riga,361.2523415958017
Helsinki,Rome,2200.978695172126
Helsinki,Sarajevo,1865.8789507042452
Helsinki,Skopje,2034.6866960992386
Helsinki,Sofia,1945.8490365064415
Helsinki,Stockholm,395.64825735091046
Helsinki,Tallinn,82.0823758708971
Helsinki,Tbilisi,2459.210596362331
Helsinki,Tirana,2124.3014299433335
Helsinki,Valencia,2894.1673153592133
Helsinki,Vienna,1439.187916623928
Helsinki,Vilnius,609.9500449329744
Helsinki,Yerevan,2601.399576116656
Helsinki,Warsaw,915.20682392721
Helsinki,Zagreb,1701.3219494842626
Helsinki,Nicosia,2845.0471390043394
Istanbul,Krakow,1226.5340354680054
Istanbul,Lisbon,3237.497700662788
Istanbul,Ljubljana,1292.1460922018941
Istanbul,London,2500.7842584294362
Istanbul,Luxembourg City,2015.2621807479934
Istanbul,Madrid,2739.204232546146
Istanbul,Milan,1672.8717954547756
Istanbul,Minsk,1437.4597481917015
Istanbul,Monaco,1791.14174282531
Istanbul,Moscow,1756.3900321201495
Istanbul,Munich,1584.3414240284137
Istanbul,Naples,1234.4561915305867
Istanbul,Oslo,2448.155730104371
Istanbul,Paris,2255.6004248417225
Istanbul,Podgorica,821.4110759097088
Istanbul,Prague,1511.4131467232833
Istanbul,Riga,1806.7910531268974
Istanbul,Rome,1375.0367169708338
Istanbul,Sarajevo,922.3005861194366
Istanbul,Skopje,638.3194700738084
Istanbul,Sofia,504.62769105522284
Istanbul,Stockholm,2173.806952759234
Istanbul,Tallinn,2070.0993154336466
Istanbul,Tbilisi,1323.15710922207
Istanbul,Tirana,767.1678420071308
Istanbul,Valencia,2485.789187942083
Istanbul,Vienna,1276.5079431511842
Istanbul,Vilnius,1545.3226521766467
Istanbul,Yerevan,1313.2391285979752
Istanbul,Warsaw,1386.2239778454618
Istanbul,Zagreb,1176.0751202963543
Istanbul,Nicosia,753.6941190492514
Krakow,Lisbon,2609.296497153514
Krakow,Ljubljana,601.3430287971544
Krakow,London,1415.6704467494776
Krakow,Luxembourg City,990.4705077235129
Krakow,Madrid,2126.4536224455615
Krakow,Milan,951.4340285217826
Krakow,Minsk,673.042348212823
Krakow,Monaco,1180.546902660682
Krakow,Moscow,1338.1131435836119
Krakow,Munich,645.1323978607467
Krakow,Naples,1115.2057144270957
Krakow,Oslo,1239.68981163887
Krakow,Paris,1275.5699719152508
Krakow,Podgorica,849.3282593183085
Krakow,Prague,392.96418353021727
Krakow,Riga,813.1216803709489
Krakow,Rome,1073.445223949827
Krakow,Sarajevo,700.0210011472574
Krakow,Skopje,904.1656959542984
Krakow,Sofia,858.9157698215307
Krakow,Stockholm,1037.101686438218
Krakow,Tallinn,1086.1769355385586
Krakow,Tbilisi,2124.353969710581
Krakow,Tirana,971.5812772202771
Krakow,Valencia,1979.6791791220053
Krakow,Vienna,331.77084097325564
Krakow,Vilnius,628.365284562796
Krakow,Yerevan,2204.026732213494
Krakow,Warsaw,251.97657791521934
Krakow,Zagreb,556.9952220120915
Krakow,Nicosia,1980.2253073450609
Lisbon,Ljubljana,2096.358521126375
Lisbon,London,1585.5283919933163
Lisbon,Luxembourg City,1711.6964540872743
Lisbon,Madrid,502.66540230937386
Lisbon,Milan,1682.9892724463919
Lisbon,Minsk,3233.119904399693
Lisbon,Monaco,1490.1933345745917
Lisbon,Moscow,3906.294689550777
Lisbon,Munich,1964.4626663766633
Lisbon,Naples,2008.0822378675418
Lisbon,Oslo,2738.8903521774387
Lisbon,Paris,1453.408046540396
Lisbon,Podgorica,2422.400865808477
Lisbon,Prague,2243.9046608240433
Lisbon,Riga,3151.179757162917
Lisbon,Rome,1863.1629857136606
Lisbon,Sarajevo,2359.981665122918
Lisbon,Skopje,2601.316845513847
Lisbon,Sofia,2754.3644424499234
Lisbon,Stockholm,2989.0479771863957
Lisbon,Tallinn,3311.7939524482126
Lisbon,Tbilisi,4518.872823845797
Lisbon,Tirana,2471.2761724739
Lisbon,Valencia,760.5387998424409
Lisbon,Vienna,2298.790164119092
Lisbon,Vilnius,3120.269917440306
Lisbon,Yerevan,4538.088713563244
Lisbon,Warsaw,2759.426222996582
Lisbon,Zagreb,2201.319148977441
Lisbon,Nicosia,3763.987367405013
Ljubljana,London,1228.4591890401632
Ljubljana,Luxembourg City,738.8937528257528
Ljubljana,Madrid,1598.2161440673708
Ljubljana,Milan,417.529625300937
Ljubljana,Minsk,1273.7909219890953
Ljubljana,Monaco,614.1654019353407
Ljubljana,Moscow,1932.1019865813107
Ljubljana,Munich,319.9317273366699
Ljubljana,Naples,579.0978450439577
Ljubljana,Oslo,1560.5557109905287
Ljubljana,Paris,964.0582475149288
Ljubljana,Podgorica,552.26265960382
Ljubljana,Prague,446.87644561636114
Ljubljana,Riga,1378.4838215268808
Ljubljana,Rome,489.0515157421875
Ljubljana,Sarajevo,392.85768755032507
Ljubljana,Skopje,713.494748909494
Ljubljana,Sofia,793.3762618363189
Ljubljana,Stockholm,1494.6906229204658
Ljubljana,Tallinn,1635.5803093622155
Ljubljana,Tbilisi,2461.759429519911
Ljubljana,Tirana,677.1896137706657
Ljubljana,Valencia,1415.2125915451957
Ljubljana,Vienna,277.81201535323305
Ljubljana,Vilnius,1223.841375353516
Ljubljana,Yerevan,2505.2610698302824
Ljubljana,Warsaw,833.0011140509034
Ljubljana,Zagreb,117.2739168751101
Ljubljana,Nicosia,1991.1418756867447
London,Luxembourg City,489.637812281726
London,Madrid,1263.4120554660692
London,Milan,959.3997262945176
London,Minsk,1872.054225830853
London,Monaco,1031.5737514125321
London,Moscow,2500.5360210210197
London,Munich,918.597496013995
London,Naples,1616.7431483578116
London,Oslo,1153.7531758229954
London,Paris,343.55606034104153
London,Podgorica,1774.7039654722091
London,Prague,1034.3575247653937
London,Riga,1676.381709059016
London,Rome,1433.7813071157889
London,Sarajevo,1621.0834805912202
London,Skopje,1941.703409931576
London,Sofia,2014.537456578021
London,Stockholm,1432.7784099956905
London,Tallinn,1783.726629446638
London,Tbilisi,3539.4324480061305
London,Tirana,1892.1916082636935
London,Valencia,1338.6469747210601
London,Vienna,1235.4080273418288
London,Vilnius,1722.7652831454914
London,Yerevan,3614.4436328769484
London,Warsaw,1448.5140201507209
London,Zagreb,1337.8145038047223
London,Nicosia,3217.613675950556
Luxembourg City,Madrid,1279.5497935418334
Luxembourg City,Milan,515.0492396162253
Luxembourg City,Minsk,1543.0555853029218
Luxembourg City,Monaco,660.457909625984
Luxembourg City,Moscow,2207.430242822844
Luxembourg City,Munich,430.9600075229446
Luxembourg City,Naples,1162.3984143568243
Luxembourg City,Oslo,1182.5641124919475
Luxembourg City,Paris,286.9524472300338
Luxembourg City,Podgorica,1286.6598019390788
Luxembourg City,Prague,597.5074121433812
Luxembourg City,Riga,1439.9983597963542
Luxembourg City,Rome,988.3903018696708
Luxembourg City,Sarajevo,1131.6306527310915
Luxembourg City,Skopje,1452.2806050472768
Luxembourg City,Sofia,1525.89052186209
Luxembourg City,Stockholm,1323.3567428584581
Luxembourg City,Tallinn,1613.9569295025415
Luxembourg City,Tbilisi,3094.492242023473
Luxembourg City,Tirana,1405.9803173794924
Luxembourg City,Valencia,1238.926371963003
Luxembourg City,Vienna,763.9519531278922
Luxembourg City,Vilnius,1417.3036962051433
Luxembourg City,Yerevan,3159.960918099429
Luxembourg City,Warsaw,1080.731825505219
Luxembourg City,Zagreb,848.3288130153155
Luxembourg City,Nicosia,2728.26968503151
Madrid,Milan,1188.2248649421485
Madrid,Minsk,2764.867514218216
Madrid,Monaco,988.9286701563374
Madrid,Moscow,3440.344600438057
Madrid,Munich,1484.8043600002516
Madrid,Naples,1514.6474689644672
Madrid,Oslo,2387.9571446585833
Madrid,Paris,1052.8922471483017
Madrid,Podgorica,1921.9835288908953
Madrid,Prague,1772.779043641929
Madrid,Riga,2712.871726787326
Madrid,Rome,1364.1711399826677
Madrid,Sarajevo,1857.3983745008825
Madrid,Skopje,2101.949620857893
Madrid,Sofia,2253.253025816224
Madrid,Stockholm,2593.030830409063
Madrid,Tallinn,2893.4962204611015
Madrid,Tbilisi,4016.465019061687
Madrid,Tirana,1974.3769494104122
Madrid,Valencia,302.557526179174
Madrid,Vienna,1809.556867571247
Madrid,Vilnius,2661.1402183656146
Madrid,Yerevan,4036.8488967222925
Madrid,Warsaw,2289.845073152465
Madrid,Zagreb,1701.4293080801574
Madrid,Nicosia,3284.251461882404
Milan,Minsk,1612.9306902270953
Milan,Monaco,237.39169938402344
Milan,Moscow,2285.8401134331207
Milan,Munich,348.31881416905367
Milan,Naples,657.5097077152004
Milan,Oslo,1610.0664561742637
Milan,Paris,639.5659831762813
Milan,Podgorica,872.807017857284
Milan,Prague,645.2044851526996
Milan,Riga,1639.0688793723814
Milan,Rome,476.88468435616534
Milan,Sarajevo,750.5903138541001
Milan,Skopje,1054.5894092911337
Milan,Sofia,1168.245367018035
Milan,Stockholm,1651.8496670695936
Milan,Tallinn,1867.7542599317328
Milan,Tbilisi,2876.206635057607
Milan,Tirana,973.093006485312
Milan,Valencia,1028.277347600606
Milan,Vienna,625.4956635086724
Milan,Vilnius,1532.957089714873
Milan,Yerevan,2915.5938091592934
Milan,Warsaw,1143.9025652950143
Milan,Zagreb,529.307789413704
Milan,Nicosia,2334.182323930016
Minsk,Monaco,1846.3990157019448
Minsk,Moscow,675.7559294668727
Minsk,Munich,1284.2310153380374
Minsk,Naples,1756.3372047822263
Minsk,Oslo,1214.6287379399907
Minsk,Paris,1825.8573692738066
Minsk,Podgorica,1412.746003260159
Minsk,Prague,992.0889538970124
Minsk,Riga,402.9258955942559
Minsk,Rome,1736.3801561460775
Minsk,Sarajevo,1299.4352690991334
Minsk,Skopje,1398.8157744113673
Minsk,Sofia,1283.9365298071234
Minsk,Stockholm,836.0907876883148
Minsk,Tallinn,638.8915379530188
Minsk,Tbilisi,1860.8734938204072
Minsk,Tirana,1511.5193252692748
Minsk,Valencia,2638.6582033240907
Minsk,Vienna,1003.9209740409715
Minsk,Vilnius,171.8310603896322
Minsk,Yerevan,1983.9842527466665
Minsk,Warsaw,475.03406802458267
Minsk,Zagreb,1220.557517066565
Minsk,Nicosia,2130.949657750001
Monaco,Moscow,2517.664989104731
Monaco,Munich,584.9242761170133
Monaco,Naples,647.6493047305149
Monaco,Oslo,1812.546800943684
Monaco,Paris,689.3989783000335
Monaco,Podgorica,971.201370432393
Monaco,Prague,882.558249494594
Monaco,Riga,1876.1346882075848
Monaco,Rome,461.1587805105457
Monaco,Sarajevo,881.3813724290898
Monaco,Skopje,1155.86183528732
Monaco,Sofia,1291.4017266924402
Monaco,Stockholm,1878.0913903252879
Monaco,Tallinn,2102.8119624809997
Monaco,Tbilisi,3037.4512896647566
Monaco,Tirana,1049.2219801925835
Monaco,Valencia,803.1418351281385
Monaco,Vienna,850.7659334148643
Monaco,Vilnius,1769.3816950724874
Monaco,Yerevan,3066.2809068528877
Monaco,Warsaw,1379.3990930919902
Monaco,Zagreb,713.3943217606865
Monaco,Nicosia,2409.301881911005
Moscow,Munich,1959.8111184020515
Moscow,Naples,2371.79392993688
Moscow,Oslo,1643.2150905793058
Moscow,Paris,2486.2482846615103
Moscow,Podgorica,1982.1154405017644
Moscow,Prague,1667.6506931449924
Moscow,Riga,841.5704666256215
Moscow,Rome,2375.329344618039
Moscow,Sarajevo,1898.4461403911516
Moscow,Skopje,1924.5120427982786
Moscow,Sofia,1777.4104665984623
Moscow,Stockholm,1227.064062623879
Moscow,Tallinn,866.963881458174
Moscow,Tbilisi,1646.208353501266
Moscow,Tirana,2058.8866284901956
Moscow,Valencia,3312.9530869840805
Moscow,Vienna,1669.6999566826207
Moscow,Vilnius,790.4063967230256
Moscow,Yerevan,1804.146843358581
Moscow,Warsaw,1150.6998077633018
Moscow,Zagreb,1867.2825597698363
Moscow,Nicosia,2311.595741226066
Munich,Naples,837.2778669952547
Munich,Oslo,1310.8373807622904
Munich,Paris,684.3912139318239
Munich,Podgorica,872.0336275014937
Munich,Prague,299.57709861782
Munich,Riga,1291.2899978296425
Munich,Rome,696.7025061964102
Munich,Sarajevo,710.0070202961939
Munich,Skopje,1029.6865536822427
Munich,Sofia,1095.9737364579405
Munich,Stockholm,1314.3386127767535
Munich,Tallinn,1519.8323632829595
Munich,Tbilisi,2689.7578336426045
Munich,Tirana,997.0199765136621
Munich,Valencia,1356.8966225871225
Munich,Vienna,355.37623213899593
Munich,Vilnius,1193.7638709890687
Munich,Yerevan,2747.4165487025757
Munich,Warsaw,810.2685926462747
Munich,Zagreb,421.7760230499698
Munich,Nicosia,2299.5751285841407
Naples,Oslo,2133.487495531009
Naples,Paris,1291.2176767206192
Naples,Podgorica,450.96987351341573
Naples,Prague,1025.7132723444304
Naples,Riga,1924.4466873674512
Naples,Rome,188.4343711022584
Naples,Sarajevo,476.97911459797984
Naples,Skopje,610.012883309123
Naples,Sofia,777.9035834817181
Naples,Stockholm,2071.593384943272
Naples,Tallinn,2191.3441929869136
Naples,Tbilisi,2541.812412590868
Naples,Tirana,468.1034579784735
Naples,Valencia,1252.423785766622
Naples,Vienna,834.7603735527224
Naples,Vilnius,1739.9852801311279
Naples,Yerevan,2545.1206704392052
Naples,Warsaw,1364.8230075039294
Naples,Zagreb,568.9842572074554
Naples,Nicosia,1783.6780553620154
Oslo,Paris,1341.9790363954176
Oslo,Podgorica,2027.5493778820094
Oslo,Prague,1118.5171759901123
Oslo,Riga,842.4142451367883
Oslo,Rome,2006.3018073069807
Oslo,Sarajevo,1858.3912009351711
Oslo,Skopje,2121.5749843999774
Oslo,Sofia,2096.0917487239126
Oslo,Stockholm,416.29852378382355
Oslo,Tallinn,786.3763731177786
Oslo,Tbilisi,3075.482938504964
Oslo,Tirana,2158.755793561355
Oslo,Valencia,2402.485171836447
Oslo,Vienna,1351.1409167222425
Oslo,Vilnius,1045.0325846639807
Oslo,Yerevan,3197.3767111778116
Oslo,Warsaw,1063.0957949129454
Oslo,Zagreb,1605.3238033213759
Oslo,Nicosia,3197.1508725943327
Paris,Podgorica,1490.9248202901522
Paris,Prague,882.8163086487457
Paris,Riga,1702.9393255945643
Paris,Rome,1105.2801487141144
Paris,Sarajevo,1348.7043932727017
Paris,Skopje,1666.074795541971
Paris,Sofia,1757.243618646469
Paris,Stockholm,1543.5466565977629
Paris,Tallinn,1858.527904647042
Paris,Tbilisi,3369.7065548570195
Paris,Tirana,1600.8508532827739
Paris,Valencia,1066.0107185420832
Paris,Vienna,1033.4922772841828
Paris,Vilnius,1695.8797151861684
Paris,Yerevan,3430.6323397212213
Paris,Warsaw,1366.5499309646889
Paris,Zagreb,1079.5768829622568
Paris,Nicosia,2949.514223991131
Podgorica,Prague,925.9302204009691
Podgorica,Riga,1649.420919639334
Podgorica,Rome,560.6628837052904
Podgorica,Sarajevo,171.80307690206277
Podgorica,Skopje,184.77226743125837
Podgorica,Sofia,333.60054702187995
Podgorica,Stockholm,1879.685283091659
Podgorica,Tallinn,1927.0435808017871
Podgorica,Tbilisi,2103.4567367733566
Podgorica,Tirana,132.0990228769822
Podgorica,Valencia,1677.9667296567277
Podgorica,Vienna,679.7599975943754
Podgorica,Vilnius,1430.5884626885936
Podgorica,Yerevan,2116.0845697030345
Podgorica,Warsaw,1096.3211922404007
Podgorica,Zagreb,457.423922142816
Podgorica,Nicosia,1462.0396631783178
Prague,Riga,994.5132947301755
Prague,Rome,920.9691018691636
Prague,Sarajevo,754.1972254814461
Prague,Skopje,1046.6174483122913
Prague,Sofia,1064.938305918919
Prague,Stockholm,1054.6903056513183
Prague,Tallinn,1230.4837986335292
Prague,Tbilisi,2507.3049252637147
Prague,Tirana,1057.999507067618
Prague,Valencia,1654.9803487608826
Prague,Vienna,250.8685635345942
Prague,Vilnius,895.3759414520637
Prague,Yerevan,2580.1605153223777
Prague,Warsaw,517.0691353271071
Prague,Zagreb,487.47647162892974
Prague,Nicosia,2255.2511745893844
Riga,Rome,1866.0589750633676
Riga,Sarajevo,1509.4740729021114
Riga,Skopje,1673.4410488231274
Riga,Sofia,1585.7080087790323
Riga,Stockholm,441.94651565798887
Riga,Tallinn,279.1808651980175
Riga,Tbilisi,2245.5942339550393
Riga,Tirana,1763.995859798235
Riga,Valencia,2630.399418897704
Riga,Vienna,1101.9008594404088
Riga,Vilnius,262.0387485985891
Riga,Yerevan,2374.8898916754024
Riga,Warsaw,561.2449344058256
Riga,Zagreb,1358.1942957137555
Riga,Nicosia,2519.3861780399957
Rome,Sarajevo,528.6141778082283
Rome,Skopje,738.154121531663
Rome,Sofia,894.0745372978434
Rome,Stockholm,1975.54629941135
Rome,Tallinn,2124.5768340863815
Rome,Tbilisi,2663.643485468922
Rome,Tirana,611.8944215771669
Rome,Valencia,1117.406347579574
Rome,Vienna,764.1671614916594
Rome,Vilnius,1701.5559813806055
Rome,Yerevan,2676.442040999747
Rome,Warsaw,1314.9735506697218
Rome,Zagreb,516.9232338657151
Rome,Nicosia,1956.8686772524109
Sarajevo,Skopje,320.6545014040904
Sarajevo,Sofia,417.67626183873324
Sarajevo,Stockholm,1720.67787092887
Sarajevo,Tallinn,1784.9203435313614
Sarajevo,Tbilisi,2159.357027758751
Sarajevo,Tirana,303.8143810378804
Sarajevo,Valencia,1631.0718477850965
Sarajevo,Vienna,508.82238971692027
Sarajevo,Vilnius,1301.8120517997186
Sarajevo,Yerevan,2185.0481815981734
Sarajevo,Warsaw,950.7506980995997
Sarajevo,Zagreb,290.11984169553676
Sarajevo,Nicosia,1601.2808009932496
Skopje,Sofia,174.18521526859308
Skopje,Stockholm,1941.0036304157447
Skopje,Tallinn,1952.621173933912
Skopje,Tbilisi,1932.3274179600203
Skopje,Tirana,152.86815588890028
Skopje,Valencia,1853.1703177419802
Skopje,Vienna,795.8365331289427
Skopje,Vilnius,1438.8728270937836
Skopje,Yerevan,1939.563734961229
Skopje,Warsaw,1138.126485707399
Skopje,Zagreb,608.256218663337
Skopje,Nicosia,1283.662939262214
Sofia,Stockholm,1884.084361133655
Sofia,Tallinn,1863.9041348435221
Sofia,Tbilisi,1769.858870495955
Sofia,Tirana,327.025572345836
Sofia,Valencia,2011.4668528677946
Sofia,Vienna,817.3559667139058
Sofia,Vilnius,1340.7559128305043
Sofia,Yerevan,1783.7243938379575
Sofia,Warsaw,1073.8884552956013
Sofia,Zagreb,679.1988200332246
Sofia,Nicosia,1204.4831124384198
Stockholm,Tallinn,378.60786122131515
Stockholm,Tbilisi,2687.504947502471
Stockholm,Tirana,2005.3899568839806
Stockholm,Valencia,2560.8208535872627
Stockholm,Vienna,1241.5122400019272
Stockholm,Vilnius,675.3140694813751
Stockholm,Yerevan,2816.055888399855
Stockholm,Warsaw,810.4122988539989
Stockholm,Zagreb,1509.1357010412905
Stockholm,Nicosia,2907.5440402672275
Tallinn,Tbilisi,2406.802116556537
Tallinn,Tirana,2042.4952331219274
Tallinn,Valencia,2833.256296102049
Tallinn,Vienna,1361.8837209228711
Tallinn,Vilnius,529.1061442199211
Tallinn,Yerevan,2546.456189072345
Tallinn,Warsaw,834.4456454879462
Tallinn,Zagreb,1623.0335881833635
Tallinn,Nicosia,2769.838301492956
Tbilisi,Tirana,2075.101120410299
Tbilisi,Valencia,3780.976530751722
Tbilisi,Vienna,2336.6131578100994
Tbilisi,Vilnius,2031.1027832734092
Tbilisi,Yerevan,172.5495602861263
Tbilisi,Warsaw,2136.8194327324186
Tbilisi,Zagreb,2347.347775622336
Tbilisi,Nicosia,1233.4146236909392
Tirana,Valencia,1718.6229778014256
Tirana,Vienna,811.7773831340164
Tirana,Vilnius,1538.9089492166697
Tirana,Yerevan,2077.0172483059246
Tirana,Warsaw,1215.624916914108
Tirana,Zagreb,586.8086308126093
Tirana,Nicosia,1364.2854012377466
Valencia,Vienna,1652.123261162383
Valencia,Vilnius,2550.312242892599
Valencia,Yerevan,3792.7172806621224
Valencia,Warsaw,2166.4047860906885
Valencia,Zagreb,1508.6339424006535
Valencia,Nicosia,3003.807171965608
Vienna,Vilnius,947.1733063108732
Vienna,Yerevan,2397.6382787380444
Vienna,Warsaw,555.5165163543581
Vienna,Zagreb,267.7643295085586
Vienna,Nicosia,2013.9520743569428
Vilnius,Yerevan,2152.4433867837765
Vilnius,Warsaw,392.93087122289603
Vilnius,Zagreb,1185.3531087967908
Vilnius,Nicosia,2257.8059424366083
Yerevan,Warsaw,2233.929278602535
Yerevan,Zagreb,2389.317184135414
Yerevan,Nicosia,1127.0191460399894
Warsaw,Zagreb,801.6002181379941
Warsaw,Nicosia,2134.071199106515
Zagreb,Nicosia,1879.9638176411574
